FISCAL_YEAR	ATS SYSTEM CODE	LOCATION_CODE	LOCATION_NAME	BEDS NUMBER	MANAGED_BY_NAME	LOCATION_TYPE_DESCRIPTION	LOCATION_CATEGORY_DESCRIPTION	GRADES_TEXT	GRADES_FINAL_TEXT	OPEN_DATE	STATUS_DESCRIPTIONS	PRIMARY_BUILDING_CODE	PRIMARY_ADDRESS_LINE_1	STATE_CODE	X_COORDINATE	Y_COORDINATE	COMMUNITY_DISTRICT	COUNCIL_DISTRICT	CENSUS_TRACT	BOROUGH_BLOCK_LOT	NTA	NTA_NAME	PRINCIPAL_NAME	PRINCIPAL_TITLE	PRINCIPAL_PHONE_NUMBER	FAX_NUMBER	GEOGRAPHICAL_DISTRICT_CODE	ADMIN_DISTRICT_LOCATION_CODE	ADMINISTRATIVE_DISTRICT_NAME	COMMUNITY_SCHOOL_SUP_NAME	FIELD_SUPPORT_CENTER_NAME	FIELD_SUPPORT_CENTER_LEADER_NAME	SCHOOL_SUPPORT_TEAM_NAME	SCHOOL_SUPPORT_TEAM_LEADER_NAME	HIGHSCHOOL_NETWORK_LOCATION_CODE	HIGHSCHOOL_NETWORK_NAME	HIGHSCHOOL_NETWORK_SUPERINTENDENT	Location 1
2018	11X355      	X355	Bronx Alliance Middle School	321100010355	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2013 12:00:00 AM	Open	X142	3750 BAYCHESTER AVENUE	NY	1028579	262113	212	12	48400	2049350001	BX03	Eastchester-Edenwald-Baychester                                            	STEVEN COBB	Acting Principal	718-652-2060	718-652-3682	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 9- Bronx	NULL	NULL	NULL	NULL	"3750 BAYCHESTER AVENUE
BRONX, NY 10466
(40.886002, -73.839682)"
2018	11X357      	X357	Young Voices Academy of the Bronx	321100010357	DOE	General Academic	Elementary	PK,0K,01,02,03,04,SE	0K,01,02,03,04,05	07/01/2013 12:00:00 AM	Open	X292	800 LYDIG AVENUE	NY	1022011	250515	211	13	22800	2042930031	BX49	Pelham Parkway                                                             	Nadia Cruz-Perez	PRINCIPAL	718-794-4080	718-798-4089	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 10- Bronx	NULL	NULL	NULL	NULL	"800 LYDIG AVENUE
BRONX, NY 10462
(40.854423, -73.863733)"
2018	11X370      	X370	Leaders of Tomorrow	321100010370	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2007 12:00:00 AM	Open	X113	3710 BARNES AVENUE	NY	1022929	260153	212	12	39000	2046750020	BX44	Williamsbridge-Olinville                                                   	Sean Licata	PRINCIPAL	718-994-1028	718-345-3327	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 9- Bronx	NULL	NULL	NULL	NULL	"3710 BARNES AVENUE
BRONX, NY 10467
(40.880649, -73.860126)"
2018	11X418      	X418	Bronx High School for the Visual Arts	321100011418	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2001 12:00:00 AM	Open	X839	2040 ANTIN PL	NY	1021753	249559	211	13	22800	2042900048	BX49	Pelham Parkway                                                             	IRIS WITHERSPOON	PRINCIPAL	718-319-5160	718-319-5165	11	HS02	NULL	NULL	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 2- Bronx	NULL	HS02	H.S. Network 02 Superintendent Office	STAPLE, CARRON	"2040 ANTIN PL
BRONX, NY 10462
(40.851577, -73.864438)"
2018	11X455      	X455	Harry S Truman High School	321100011455	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/1973 12:00:00 AM	Open	X455	750 BAYCHESTER AVENUE	NY	1030803	257757	210	12	46201	2051410150	BX13	Co-op City                                                                 	Keri Alfano	PRINCIPAL	718-904-5400	718-904-5502	11	HS02	NULL	NULL	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 2- Bronx	NULL	HS02	H.S. Network 02 Superintendent Office	STAPLE, CARRON	"750 BAYCHESTER AVENUE
BRONX, NY 10475
(40.874035, -73.831669)"
2018	11X462      	X462	Cornerstone Academy for Social Action Middle Schoo	321100010462	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2009 12:00:00 AM	Open	X189	3441 STEENWICK AVENUE	NY	1031088	260943	212	12	46202	2052630192	BX13	Co-op City                                                                 	JAMAAL BOWMAN	PRINCIPAL	718-794-7970	718-794-7981	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 9- Bronx	NULL	NULL	NULL	NULL	"3441 STEENWICK AVENUE
BRONX, NY 10475
(40.882778, -73.830616)"
2018	11X468      	X468	Pelham Academy of Academics and Community Engageme	321100010468	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2009 12:00:00 AM	Open	X135	2441 WALLACE AVENUE	NY	1021584	253392	211	13	33000	2044320001	BX07	Bronxdale                                                                  	ANTHONY RIVERA	PRINCIPAL	718-881-3136	718-881-3413	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 9- Bronx	NULL	NULL	NULL	NULL	"2441 WALLACE AVENUE
BRONX, NY 10467
(40.862098, -73.865028)"
2018	11X481      	X481	The STEAM Bridge School	321100010481	DOE	General Academic	Elementary	0K,01,02,SE	0K,01,02,03,04,05	07/01/2015 12:00:00 AM	Open	X311	1684 WHITE PLAINS ROAD	NY	1021465	246624	211	13	23800	0	BX37	Van Nest-Morris Park-Westchester Square                                    	Katiria Rojas	PRINCIPAL	718-239-5660	718-239-5665	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 10- Bronx	NULL	NULL	NULL	NULL	"1684 WHITE PLAINS ROAD
BRONX, NY 10462
(40.843531, -73.865498)"
2018	11X483      	X483	The Matilda Avenue School	321100010483	DOE	General Academic	Elementary	0K,01,02	0K,01,02,03,04,05	07/01/2015 12:00:00 AM	Open	X314	4520 MATILDA AVENUE	NY	1024500	267726	212	11	41400	0	BX62	Woodlawn-Wakefield                                                         	MARIA CIOFFI	PRINCIPAL	718-325-4360	718-325-4365	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 10- Bronx	NULL	NULL	NULL	NULL	"4520 MATILDA AVENUE
BRONX, NY 10470
(40.901436, -73.854402)"
2018	11X498      	X498	P.S./M.S. 11X498 - VAN NEST ACADEMY	321100010498	DOE	General Academic	K-8	0K,01,02,03,04,05,06,07,08,SE	0K,01,02,03,04,05,06,07,08	07/01/2010 12:00:00 AM	Open	X498	1640 BRONXDALE AVE	NY	1023541	247174	211	13	24400	2040910001	BX37	Van Nest-Morris Park-Westchester Square                                    	Carol Ann Gilligan	PRINCIPAL	718-409-3001	718-409-3002	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 10- Bronx	NULL	NULL	NULL	NULL	"1640 BRONXDALE AVE
BRONX, NY 10462
(40.845023, -73.857989)"
2018	11X508      	X508	Bronxdale High School	321100011508	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2011 12:00:00 AM	Open	X415	925 ASTOR AVENUE	NY	1022774	252791	211	13	32400	2043580001	BX07	Bronxdale                                                                  	Carolyne Quintana	PRINCIPAL	718-944-3655	718-944-3662	11	HS02	NULL	NULL	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 2- Bronx	NULL	HS02	H.S. Network 02 Superintendent Office	STAPLE, CARRON	"925 ASTOR AVENUE
BRONX, NY 10469
(40.860443, -73.860729)"
2018	11X509      	X509	High School of Language and Innovation	321100011509	DOE	General Academic	High school	09,10,11,12	09,10,11,12	07/01/2011 12:00:00 AM	Open	X415	925 ASTOR AVENUE	NY	1022774	252791	211	13	32400	2043580001	BX07	Bronxdale                                                                  	Julie Nariman	PRINCIPAL	718-944-3625	718-944-3641	11	HS02	NULL	NULL	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 2- Bronx	NULL	HS02	H.S. Network 02 Superintendent Office	STAPLE, CARRON	"925 ASTOR AVENUE
BRONX, NY 10469
(40.860443, -73.860729)"
2018	11X513      	X513	New World High School	321100011513	DOE	General Academic	High school	09,10,11,12	09,10,11,12	09/08/2004 12:00:00 AM	Open	X362	921 EAST 228TH STREET	NY	1024974	262923	212	12	40400	2048640035	BX44	Williamsbridge-Olinville                                                   	FAUSTO SALAZAR	PRINCIPAL	718-696-3800	718-696-3801	11	HS02	NULL	NULL	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 2- Bronx	NULL	HS02	H.S. Network 02 Superintendent Office	STAPLE, CARRON	"921 EAST 228TH STREET
BRONX, NY 10466
(40.888242, -73.852714)"
2018	11X514      	X514	The Bronxwood Preparatory Academy	321100011514	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	09/08/2004 12:00:00 AM	Open	X362	921 EAST 228TH STREET	NY	1024974	262923	212	12	40400	2048640035	BX44	Williamsbridge-Olinville                                                   	JANET GALLARDO	PRINCIPAL	718-696-3820	718-696-3821	11	HS02	NULL	NULL	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 2- Bronx	NULL	HS02	H.S. Network 02 Superintendent Office	STAPLE, CARRON	"921 EAST 228TH STREET
BRONX, NY 10466
(40.888242, -73.852714)"
2018	11X529      	X529	One World Middle School at Edenwald	321100010529	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2011 12:00:00 AM	Open	X142	3750 BAYCHESTER AVENUE	NY	1028579	262113	212	12	48400	2049350001	BX03	Eastchester-Edenwald-Baychester                                            	Patricia Wynne	PRINCIPAL	718-515-6780	718-515-6785	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 9- Bronx	NULL	NULL	NULL	NULL	"3750 BAYCHESTER AVENUE
BRONX, NY 10466
(40.886002, -73.839682)"
2018	11X532      	X532	Baychester Middle School	321100010532	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2011 12:00:00 AM	Open	X142	3750 BAYCHESTER AVENUE	NY	1028579	262113	212	12	48400	2049350001	BX03	Eastchester-Edenwald-Baychester                                            	SHAWN MANGAR	PRINCIPAL	718-547-1890	718-547-1895	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 9- Bronx	NULL	NULL	NULL	NULL	"3750 BAYCHESTER AVENUE
BRONX, NY 10466
(40.886002, -73.839682)"
2018	11X542      	X542	Pelham Preparatory Academy	321100011542	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2003 12:00:00 AM	Open	X415	925 ASTOR AVENUE	NY	1022774	252791	211	13	32400	2043580001	BX07	Bronxdale                                                                  	BENVENUTO FERRON	PRINCIPAL	718-944-3601	718-944-3479	11	HS02	NULL	NULL	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 2- Bronx	NULL	HS02	H.S. Network 02 Superintendent Office	STAPLE, CARRON	"925 ASTOR AVENUE
BRONX, NY 10469
(40.860443, -73.860729)"
2018	11X544      	X544	High School for Contemporary Arts	321100011544	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2003 12:00:00 AM	Open	X425	800 EAST GUN HILL ROAD	NY	1022511	258157	212	12	37200	2046330040	BX44	Williamsbridge-Olinville                                                   	Pedro Cubero	PRINCIPAL	718-944-5610	718-944-5650	11	HS08	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 2- Affinity Group	NULL	HS08	H.S. Network 08 Superintendent Office	MENDEZ, JUAN	"800 EAST GUN HILL ROAD
BRONX, NY 10467
(40.875172, -73.861649)"
2018	11X545      	X545	Bronx Aerospace High School	321100011545	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2003 12:00:00 AM	Open	X425	800 EAST GUN HILL ROAD	NY	1022511	258157	212	12	37200	2046330040	BX44	Williamsbridge-Olinville                                                   	Erika Hurtado	PRINCIPAL	718-696-6010	718-696-6030	11	HS02	NULL	NULL	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 2- Bronx	NULL	HS02	H.S. Network 02 Superintendent Office	STAPLE, CARRON	"800 EAST GUN HILL ROAD
BRONX, NY 10467
(40.875172, -73.861649)"
2018	11X556      	X556	Bronx Park Middle School	321100010556	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2012 12:00:00 AM	Open	X135	2441 WALLACE AVENUE	NY	1021584	253392	211	13	33000	2044320001	BX07	Bronxdale                                                                  	Dillon Prime	PRINCIPAL	718-652-6090	718-652-6096	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 9- Bronx	NULL	NULL	NULL	NULL	"2441 WALLACE AVENUE
BRONX, NY 10467
(40.862098, -73.865028)"
2018	11X566      	X566	Pelham Gardens Middle School	321100010566	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2012 12:00:00 AM	Open	X144	2545 GUNTHER AVENUE	NY	1029467	254041	211	13	31000	2044930001	BX31	Allerton-Pelham Gardens                                                    	Denise Williams	PRINCIPAL	718-794-9750	718-794-9756	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 9- Bronx	NULL	NULL	NULL	NULL	"2545 GUNTHER AVENUE
BRONX, NY 10469
(40.863842, -73.836525)"
2018	11X567      	X567	Linden Tree Elementary School	321100010567	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/2012 12:00:00 AM	Open	X127	1560 PURDY STREET	NY	1024869	244894	209	18	22200	2039480055	BX46	Parkchester                                                                	Lisa Debonis	PRINCIPAL	718-239-7401	718-239-7406	11	X10C	COMMUNITY SCHOOL DISTRICT 11	ROSS PORTER, MEISHA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 9- Bronx	NULL	NULL	NULL	NULL	"1560 PURDY STREET
BRONX, NY 10462
(40.838759, -73.853203)"
2018	12X006      	X006	P.S. 006 West Farms	321200010006	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1904 12:00:00 AM	Open	X006	1000 EAST TREMONT AVENUE	NY	1016753	245496	206	17	35900	2030050010	BX17	East Tremont                                                               	Tiawana Perez	I.A. PRINCIPAL	718-542-7676	718-589-7278	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1000 EAST TREMONT AVENUE
BRONX, NY 10460
(40.840445, -73.882531)"
2018	12X044      	X044	P.S. 044 David C. Farragut	321200010044	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1911 12:00:00 AM	Open	X044	1825 PROSPECT AVENUE	NY	1014385	246265	206	17	36902	2029490064	BX17	East Tremont                                                               	Melissa Harrow	PRINCIPAL	718-583-2360	718-901-4068	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1825 PROSPECT AVENUE
BRONX, NY 10457
(40.842564, -73.891086)"
2018	12X047      	X047	P.S. 047 John Randolph	321200010047	DOE	General Academic	Elementary	0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/1912 12:00:00 AM	Open	X047	1794 EAST 172 STREET	NY	1021062	242618	209	18	7600	2037860016	BX08	West Farms-Bronx River                                                     	THOMAS GUARNIERI	PRINCIPAL	718-824-0950	718-904-1166	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1794 EAST 172 STREET
BRONX, NY 10472
(40.832529, -73.866974)"
2018	12X057      	X057	P.S. 057 Crescent	321200010057	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1921 12:00:00 AM	Open	X057	2111 CROTONA AVENUE	NY	1014963	248519	206	15	37300	2030810026	BX17	East Tremont                                                               	Mary Blandino Sanche	PRINCIPAL	718-367-9446	718-561-7972	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"2111 CROTONA AVENUE
BRONX, NY 10457
(40.848748, -73.888987)"
2018	12X061      	X061	P.S. 061 Francisco Oller	321200010061	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1922 12:00:00 AM	Open	X061	1550 CROTONA PARK EAST	NY	1013918	243930	203	17	15300	2029390045	BX75	Crotona Park East                                                          	Marjorie Cutler Sanchez	I.A. PRINCIPAL	718-542-7230	718-589-7361	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1550 CROTONA PARK EAST
BRONX, NY 10460
(40.836156, -73.892784)"
2018	12X066      	X066	P.S. 066 School of Higher Expectations	321200010066	DOE	General Academic	Elementary	0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1924 12:00:00 AM	Open	X066	1001 JENNINGS STREET	NY	1015648	242233	203	17	15700	2030080001	BX75	Crotona Park East                                                          	Kevin Goodman	I.A. PRINCIPAL	718-319-2820	718-589-7375	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1001 JENNINGS STREET
BRONX, NY 10460
(40.831493, -73.88654)"
2018	12X067      	X067	P.S. 067 Mohegan School	321200010067	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1925 12:00:00 AM	Open	X067	2024 MOHEGAN AVENUE	NY	1016292	246711	206	17	36300	2031230003	BX17	East Tremont                                                               	Jeffrey Santiago	PRINCIPAL	718-823-4101	718-823-4105	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"2024 MOHEGAN AVENUE
BRONX, NY 10460
(40.843781, -73.884192)"
2018	12X092      	X092	P.S. 092 Bronx	321200010092	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1930 12:00:00 AM	Open	X092	700 EAST 179 STREET	NY	1014794	247592	206	17	37100	2030920014	BX17	East Tremont                                                               	Yasmin Lugo	PRINCIPAL	718-731-7900	718-294-1561	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"700 EAST 179 STREET
BRONX, NY 10457
(40.846205, -73.889602)"
2018	12X098      	X098	J.H.S. 098 Herman Ridder	321200010098	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1931 12:00:00 AM	Open	X098	1619 BOSTON ROAD	NY	1014525	243963	203	17	15500	2029390093	BX75	Crotona Park East                                                          	Mark Turcotte	PRINCIPAL	718-589-8200	718-589-8179	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1619 BOSTON ROAD
BRONX, NY 10460
(40.836245, -73.890591)"
2018	12X129      	X129	M.S. 129 Academy for Independent Learning and Lead	321200010129	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1971 12:00:00 AM	Open	X129	2055 MAPES AVENUE	NY	1015591	247565	206	15	37100	2031090001	BX17	East Tremont                                                               	Raymond Granda	PRINCIPAL	718-933-5976	718-933-8132	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"2055 MAPES AVENUE
BRONX, NY 10460
(40.846128, -73.886721)"
2018	12X134      	X134	P.S. 134 George F. Bristow	321200010134	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1965 12:00:00 AM	Open	X134	1330 BRISTOW STREET	NY	1013517	242274	203	17	15300	2029650082	BX75	Crotona Park East                                                          	Alison King	I.A. PRINCIPAL	718-328-3351	718-589-7581	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1330 BRISTOW STREET
BRONX, NY 10459
(40.831613, -73.894241)"
2018	12X150      	X150	P.S. 150 Charles James Fox	321200010150	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1960 12:00:00 AM	Open	X150	920 EAST 167 STREET	NY	1013490	239759	202	17	12701	2027170005	BX27	Hunts Point                                                                	NORMA SANCHEZ	I.A. PRINCIPAL	718-328-7729	718-589-7590	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"920 EAST 167 STREET
BRONX, NY 10459
(40.82471, -73.894349)"
2018	12X190      	X190	E.S.M.T- I.S. 190	321200010190	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2001 12:00:00 AM	Open	X061	1550 CROTONA PARK EAST	NY	1013918	243930	203	17	15300	2029390045	BX75	Crotona Park East                                                          	Castella Mckenzie	PRINCIPAL	718-620-9423	718-620-9927	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1550 CROTONA PARK EAST
BRONX, NY 10460
(40.836156, -73.892784)"
2018	12X195      	X195	P.S. 195	321200010195	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	02,03,04,05	07/01/1999 12:00:00 AM	Open	X077	1250 WARD AVENUE	NY	1018204	241988	209	18	5400	2037750025	BX08	West Farms-Bronx River                                                     	Unal Karakas	PRINCIPAL	718-861-4461	718-861-7935	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1250 WARD AVENUE
BRONX, NY 10472
(40.830811, -73.877305)"
2018	12X196      	X196	P.S. 196	321200010196	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	02,03,04,05	07/01/1999 12:00:00 AM	Open	X077	1250 WARD AVENUE	NY	1018204	241988	209	18	5400	2037750025	BX08	West Farms-Bronx River                                                     	LIZZETTE GRACIANI	PRINCIPAL	718-328-7187	718-861-8401	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 5- Bronx	NULL	NULL	NULL	NULL	"1250 WARD AVENUE
BRONX, NY 10472
(40.830811, -73.877305)"
2018	12X211      	X211	P.S. 211	321200010211	DOE	General Academic	K-8	PK,0K,01,02,03,04,05,06,07,08,SE	PK,0K,01,02,03,04,05,06,07,08	12/06/1990 12:00:00 AM	Open	X193	1919 PROSPECT AVENUE	NY	1014645	246681	206	17	36901	2029510032	BX17	East Tremont                                                               	Tanya Drummond	PRINCIPAL	718-901-0436	718-901-4681	12	X812	COMMUNITY SCHOOL DISTRICT 12	ESPINAL PACHECO, RAFAELA	Field Support Center - Bronx	RUIZ, JOSE	School Support Team 6- Bronx	NULL	NULL	NULL	NULL	"1919 PROSPECT AVENUE
BRONX, NY 10457
(40.843705, -73.890145)"
